"gene","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","symbol","product"
"LMB2_001303",247.852469965155,0.00248112151690608,0.22006528108073,0.011274479575885,0.99100445739212,0.995393135389715,NA,"phosphoribosylglycinamide formyltransferase"
"LMB2_003693",571.42990857619,-0.00484779974205037,0.43545820123155,-0.011132640809933,0.991117621251128,0.995393135389715,NA,"DUF3560 domain-containing protein"
"LMB2_002312",125.430291698568,0.00494212152882857,0.369432786892825,0.0133775931757305,0.989326543298966,0.995204259732284,"fliE","flagellar hook-basal body complex protein FliE"
"LMB2_002281",224.598279329115,-0.00284397741112851,0.204686514303099,-0.0138943076968772,0.988914303092363,0.995058287147232,NA,"helix-turn-helix domain-containing protein"
"LMB2_000847",145.047038729509,0.00205623778394054,0.141667412333293,0.0145145432536238,0.988419476647526,0.99482911389139,NA,NA
"LMB2_001171",270.705922279195,0.00331017643022817,0.21621997521099,0.0153092998322568,0.987785423160222,0.994459648992386,NA,"sugar kinase"
"LMB2_003426",89.2614849694457,-0.0028936910342151,0.186161707131779,-0.01554396486151,0.987598209834782,0.994459648992386,NA,"DUF3263 domain-containing protein"
"LMB2_003554",14.6459491570841,-0.00946241922996919,0.571421294387869,-0.0165594445340119,0.986788078691881,0.993992859147447,NA,NA
"LMB2_001237",157.218874185183,0.00307783680781332,0.168571807003359,0.0182583129559262,0.98543278335976,0.992896163920776,"tsaB","tRNA (adenosine(37)-N6)-threonylcarbamoyltransferase complex dimerization subunit type 1 TsaB"
"LMB2_001485",524.960248850599,-0.00667669248250401,0.351898506651311,-0.0189733470199685,0.984862367578871,0.992739293976373,NA,"NUDIX hydrolase"
"LMB2_002285",303.87837280079,0.00379948430739583,0.202234150692635,0.0187875504428056,0.985010585378973,0.992739293976373,NA,"sigma-70 family RNA polymerase sigma factor"
"LMB2_002502",248.640568431998,-0.00235053815714611,0.123694379146159,-0.0190027887554105,0.984838880707159,0.992739293976373,NA,"ABC transporter permease"
"LMB2_001025",167.938979797386,-0.00340924296904007,0.16660588421564,-0.0204629205330315,0.983674091006726,0.992197668291377,NA,"MarR family transcriptional regulator"
"LMB2_001644",65.8740566745382,-0.00881013580588517,0.430453989412294,-0.0204670789970231,0.983670773727249,0.992197668291377,NA,NA
"LMB2_001132",274.278370913657,0.00671330405733528,0.269534001336369,0.0249070767474613,0.980129082558285,0.989157635472667,NA,"TSUP family transporter"
"LMB2_002771",130.945628449412,0.00634747126952137,0.249672133722201,0.0254232267529861,0.979717384824,0.989010097146179,NA,"hypothetical protein"
"LMB2_001435",291.455007516729,-0.00481765806743771,0.157934833674597,-0.030504088017491,0.975665033133273,0.985186296671575,NA,"alanine racemase"
"LMB2_003246",875.552886620085,0.0195993586325783,0.631895926179173,0.0310167510512182,0.975256180692792,0.985040475347248,NA,"50S ribosomal protein L29"
"LMB2_001473",186.914244378883,-0.0053332387373602,0.169247121269932,-0.031511547714033,0.974861582975136,0.984908976561536,NA,"sodium:proton antiporter"
"LMB2_000457",788.027142318559,0.00309773022577819,0.0954279932081857,0.0324614415711351,0.974104064981661,0.984598560644429,NA,"HAMP domain-containing protein"
"LMB2_000646",138.354032854338,-0.00620977740386698,0.192681067565196,-0.0322282696599957,0.974290011955803,0.984598560644429,NA,"winged helix-turn-helix transcriptional regulator"
"LMB2_001153",165.717586452597,-0.00496940935516607,0.151661806487804,-0.032766386410976,0.973860883569463,0.984598560644429,NA,"class I SAM-dependent methyltransferase"
"LMB2_003140",343.451305405723,-0.00996458709621777,0.304904699033047,-0.0326809889379165,0.973928984422415,0.984598560644429,NA,"alpha/beta hydrolase"
"LMB2_000127",296.78549961724,0.00755844471035189,0.218742855499945,0.0345540186584691,0.972435367378788,0.984392659075294,NA,"SDR family NAD(P)-dependent oxidoreductase"
"LMB2_002028",350.323671359725,0.00834841548723941,0.246816936772944,0.033824321768159,0.973017241073438,0.984392659075294,NA,"APC family permease"
"LMB2_002046",239.210607873993,-0.00683079649897989,0.202038832986319,-0.0338093246630584,0.973029200192009,0.984392659075294,NA,"RNA methyltransferase"
"LMB2_003430",518.776936465566,0.00314050470981305,0.0928856652101015,0.0338104346102213,0.973028315088334,0.984392659075294,NA,"HAMP domain-containing histidine kinase"
"LMB2_003479",352.091051399722,0.00885197318746826,0.257844476291562,0.0343306682957937,0.972613469514053,0.984392659075294,NA,"CoA-acylating methylmalonate-semialdehyde dehydrogenase"
"LMB2_003247",960.885841780834,-0.0212902598487721,0.595936447555561,-0.0357257219894864,0.971501060458642,0.984183152082796,"rpsQ","30S ribosomal protein S17"
"LMB2_000019",114.589833967389,0.00763731704157801,0.209898412881563,0.0363857779424346,0.970974754228827,0.983989703293436,NA,"MarR family transcriptional regulator"
"LMB2_000045",128.012199977821,0.00628640144752851,0.173195835020603,0.036296493196737,0.971045946122597,0.983989703293436,NA,NA
"LMB2_000788",234.022716340014,-0.00899222650790258,0.244972782246224,-0.0367070432292532,0.970718592744566,0.983989703293436,NA,"DUF3073 domain-containing protein"
"LMB2_000612",373.399169886781,-0.00546958006786601,0.138143216634973,-0.0395935479214932,0.968417171420011,0.98230016522959,NA,"extracellular solute-binding protein"
"LMB2_001209",21.6419815062003,-0.0211614761307678,0.531872962776974,-0.039786711511488,0.968263170521168,0.98230016522959,NA,NA
"LMB2_002905",293.242397547688,0.00694457124287979,0.176348194572253,0.0393798828489535,0.968587518627727,0.98230016522959,"galE","UDP-glucose 4-epimerase GalE"
"LMB2_000340",367.206700441847,0.0108496026104905,0.261012806525235,0.0415673190711488,0.966843626316586,0.981935788672664,NA,"YbaK/EbsC family protein"
"LMB2_000799",294.624843211133,0.00550465401106297,0.130326282956708,0.0422374818507755,0.9663093830126,0.981935788672664,NA,"nitroreductase family protein"
"LMB2_002266",4009.04516747028,-0.0271849774512574,0.665931348199968,-0.0408224924757472,0.967437407900316,0.981935788672664,"glnA","type I glutamate--ammonia ligase"
"LMB2_002492",84.0816906006043,0.0135554317141759,0.327268657721913,0.0414198897277056,0.966961156692707,0.981935788672664,NA,"DUF4031 domain-containing protein"
"LMB2_002608",161.281742614327,-0.00824479460671926,0.20002491302404,-0.041218838604011,0.967121435400445,0.981935788672664,"def","peptide deformylase"
"LMB2_003148",1965.16838136605,0.00660026924143746,0.160502316972831,0.0411225791996182,0.967198174228241,0.981935788672664,NA,"DUF11 domain-containing protein"
"LMB2_000975",202.009464843837,-0.0104421608058245,0.24136257693869,-0.043263379676614,0.965491582659469,0.981565541868593,NA,"ROK family protein"
"LMB2_002234",126.644132337754,-0.00652942168117865,0.150845702131816,-0.0432854339825534,0.965474002338078,0.981565541868593,NA,NA
"LMB2_003182",1298.24153353593,0.00712379020352018,0.163683113018337,0.0435218396825218,0.965285555469289,0.981565541868593,NA,"ATP-dependent helicase"
"LMB2_002651",287.761860917711,-0.0107315569505028,0.231588373923984,-0.0463389278514703,0.963040112680748,0.979875558518379,NA,"ABC transporter ATP-binding protein"
"LMB2_002292",11.9926468709552,-0.0267828003397539,0.555463296768531,-0.0482170478149786,0.961543263797836,0.978619851816104,NA,"DUF2283 domain-containing protein"
"LMB2_000558",226.577242968606,-0.0115599088117771,0.236616217969148,-0.0488550992446526,0.961034771714816,0.978369643246157,NA,"dihydrofolate reductase family protein"
"LMB2_001354",362.727705929567,0.00656343363170345,0.132904608217653,0.0493845451991758,0.960612844278168,0.978268588627908,NA,"thiamine pyrophosphate-binding protein"
"LMB2_001621",564.819425256308,0.00932697084769624,0.188041204994474,0.0496006758091682,0.960440608078784,0.978268588627908,NA,"histidine kinase N-terminal domain-containing protein"
"LMB2_003684",255.910395541756,-0.00671585767636825,0.136198867705341,-0.0493092034428483,0.9606728851546,0.978268588627908,NA,"DUF192 domain-containing protein"
"LMB2_000041",72.0537685283593,-0.0118087372703045,0.229107024043479,-0.0515424497332895,0.958893276789264,0.977257853909715,NA,NA
"LMB2_002645",330.160438125897,-0.00904793015495209,0.169659439251049,-0.0533299543773904,0.957469014011905,0.976073365406225,NA,"prephenate dehydrogenase"
"LMB2_001207",224.491815799396,-0.011428306646531,0.204407132293039,-0.0559095297621384,0.955413879054191,0.974509987074901,NA,"inositol monophosphatase"
"LMB2_001418",1435.81938035748,0.0203300988796369,0.365759551536648,0.0555832343795947,0.955673820881775,0.974509987074901,NA,"phosphoenolpyruvate carboxylase"
"LMB2_000052",102.247204109862,0.0105661505178944,0.185661502074746,0.0569108318085272,0.954616225763749,0.97396478799506,NA,NA
"LMB2_000048",383.751826189139,-0.0140451259656339,0.244066831560702,-0.057546229759371,0.954110081074743,0.973715082740663,NA,NA
"LMB2_000859",141.460022524746,-0.00904851981341199,0.157001528634506,-0.0576333230135396,0.954040705851675,0.973715082740663,NA,NA
"LMB2_001089",114.449836700484,-0.0113041036740704,0.192295754575919,-0.0587849882541607,0.95312336541973,0.973715082740663,NA,"hypothetical protein"
"LMB2_001563",189.586424873185,0.0176487346584356,0.304506754339312,0.0579584341133189,0.953781737611191,0.973715082740663,"purE","5-(carboxyamino)imidazole ribonucleotide mutase"
"LMB2_001803",884.786531757127,0.026056332499599,0.441978959300872,0.0589537849059947,0.952988918349636,0.973715082740663,NA,"inorganic phosphate transporter"
"LMB2_002207",18.1697055014024,0.0310633605519144,0.518060591349595,0.0599608637881363,0.952186804751023,0.973715082740663,NA,NA
"LMB2_002321",103.285590541074,-0.0215835335229193,0.371629442970411,-0.0580781042277045,0.95368641524292,0.973715082740663,NA,"GtrA family protein"
"LMB2_003389",231.290756054401,-0.00920930889302287,0.154531177328181,-0.0595951512973003,0.952478080210987,0.973715082740663,NA,"phosphate ABC transporter ATP-binding protein"
"LMB2_003709",437.020183908429,-0.00836907047019957,0.144601564015174,-0.0578767631401369,0.953846792416699,0.973715082740663,NA,"DUF4913 domain-containing protein"
"LMB2_001541",419.722231523688,-0.00994251396169626,0.161222708010255,-0.061669439028799,0.950826077751395,0.972762191602292,NA,"PDZ domain-containing protein"
"LMB2_001312",319.148291375127,-0.014779782449785,0.231261221206599,-0.0639094716038939,0.949042310449538,0.971204012753991,NA,"DNA-3-methyladenine glycosylase 2 family protein"
"LMB2_002716",270.885432283316,-0.0108899983697287,0.166535398230052,-0.0653914932528954,0.947862296985619,0.970262999799789,NA,"hypothetical protein"
"LMB2_000940",107.117275663751,-0.0131979087005197,0.197125722022372,-0.0669517329606627,0.946620128447269,0.969257828055546,"folB","dihydroneopterin aldolase"
"LMB2_002961",554.143269084507,0.0115086477924702,0.171119198007212,0.0672551527034688,0.946378578965831,0.969257828055546,NA,"acetate--CoA ligase family protein"
"LMB2_000624",276.143665576228,0.0200577890914354,0.282245153463234,0.0710651320149176,0.94334591860301,0.966436619030862,NA,"LysR family transcriptional regulator"
"LMB2_001826",153.878786655598,-0.024794299031448,0.346751965662555,-0.0715044224308069,0.9429963049789,0.966344218994884,NA,"response regulator"
"LMB2_003212",331.083420197487,-0.0158917210500639,0.220262551795591,-0.0721489918304941,0.942483337941424,0.96608432411442,NA,"PQQ-dependent sugar dehydrogenase"
"LMB2_000032",193.557752517826,0.0170629121747738,0.235197478504344,0.0725471730533823,0.942166465673045,0.966025346719541,NA,NA
"LMB2_002831",256.063981566376,-0.0161394408656395,0.221571956117897,-0.072840629962448,0.941932938777896,0.966025346719541,NA,"fumarylacetoacetate hydrolase family protein"
"LMB2_003133",51.286100239296,-0.0208936833810763,0.284464854751394,-0.0734490852985555,0.941448758623804,0.966025346719541,NA,NA
"LMB2_003306",709.715370793813,0.00854422206585592,0.117705975724129,0.07258953518113,0.942132754466724,0.966025346719541,NA,"hypothetical protein"
"LMB2_000248",661.100943878679,-0.03937468128581,0.527862826594104,-0.0745926390381849,0.940538831004386,0.965539722442681,NA,"stage II sporulation protein M"
"LMB2_000334",383.322879109032,0.0212037720894251,0.284823273415421,0.0744453633832757,0.940656014159595,0.965539722442681,NA,"LacI family DNA-binding transcriptional regulator"
"LMB2_000560",125.291112712242,-0.0370184479881958,0.490596626969147,-0.0754559773818499,0.939851922595769,0.965539722442681,NA,NA
"LMB2_001945",168.814352930706,-0.0184186722969409,0.247118791558101,-0.0745336774302347,0.940585744966664,0.965539722442681,NA,"EamA family transporter"
"LMB2_003541",506.042640395881,-0.00636553045064038,0.0854578896462401,-0.0744873349551576,0.940622618412551,0.965539722442681,NA,"ABC-F family ATP-binding cassette domain-containing protein"
"LMB2_002149",345.693867057172,0.00976470132277531,0.12745694971289,0.0766117606358169,0.938932402818546,0.965100220888268,NA,"primosomal protein N'"
"LMB2_003581",146.826661245731,-0.0251976951645082,0.324720608674923,-0.0775980781365607,0.938147771198037,0.964559880682498,NA,"cytidine deaminase"
"LMB2_000186",167.807973331942,-0.0276462579719877,0.352149589785117,-0.0785071423449833,0.937424648990587,0.964368425049241,NA,"Lrp/AsnC family transcriptional regulator"
"LMB2_002219",416.387889861026,0.0178108869852193,0.227884181803978,0.0781576274589341,0.937702667255933,0.964368425049241,"zapE","cell division protein ZapE"
"LMB2_002575",296.115587916571,-0.0118424498600685,0.150269722382134,-0.0788079572673545,0.937185374751421,0.964368425049241,NA,NA
"LMB2_003244",3260.60440140312,0.051439852096126,0.658036940728334,0.0781716783850933,0.937691490434676,0.964368425049241,"rpsC","30S ribosomal protein S3"
"LMB2_001352",106.397894186176,-0.0162017426091373,0.201767824768243,-0.0802989407639553,0.935999500643196,0.963681077914844,NA,"NUDIX domain-containing protein"
"LMB2_002658",261.408043912544,-0.0146430024097402,0.182079490598287,-0.0804209324269601,0.935902479153871,0.963681077914844,NA,"NAD kinase"
"LMB2_000633",308.996707723175,-0.0350418789048883,0.42913049792055,-0.0816578618268609,0.934918787793984,0.963100797713659,NA,"alpha/beta fold hydrolase"
"LMB2_002772",480.970629246476,0.0211305714253234,0.257808309865884,0.0819623364208696,0.934676663829262,0.963100797713659,NA,"MFS transporter"
"LMB2_000531",224.167130325839,-0.0373217743092017,0.447933281809858,-0.0833199403232652,0.933597145336566,0.962374310327058,NA,NA
"LMB2_001647",157.383052093407,-0.0130365376611269,0.156699422624913,-0.0831945481530719,0.933696847656909,0.962374310327058,NA,"uracil-DNA glycosylase"
"LMB2_000233",225.88742568938,-0.0172390378348938,0.204237365781829,-0.0844068751518707,0.932732941214808,0.961927834840384,NA,"response regulator transcription factor"
"LMB2_001954",155.764278548324,-0.0436387748448047,0.5171148956402,-0.0843889340893554,0.932747205219723,0.961927834840384,NA,"RNA-binding protein"
"LMB2_002029",112.449357518173,-0.042693851665241,0.505874631700939,-0.0843961111900163,0.932741499077987,0.961927834840384,NA,NA
"LMB2_000277",311.030190022511,-0.0205561258230417,0.239808060805481,-0.0857190778074624,0.931689736050274,0.961635984147208,NA,NA
"LMB2_000178",157.230388651852,0.0281667057576972,0.323916472146769,0.0869566946411253,0.930705934333171,0.961273848159256,NA,"MarR family transcriptional regulator"
"LMB2_001558",306.675884825221,-0.0109816162290364,0.126977004751052,-0.0864850785428963,0.931080817223784,0.961273848159256,NA,"glycosyltransferase family 2 protein"
"LMB2_002027",443.788496063613,0.0177752125625147,0.20338256667611,0.0873979164144486,0.930355225503396,0.961273848159256,NA,"primary-amine oxidase"
"LMB2_002849",169.218136612472,-0.0139236034851297,0.160874427182099,-0.0865495139844015,0.931029597236035,0.961273848159256,NA,"GntR family transcriptional regulator"
"LMB2_003253",793.256831265756,-0.052837497360193,0.608798672176033,-0.0867897710278105,0.93083861848019,0.961273848159256,"rplR","50S ribosomal protein L18"
"LMB2_000063",163.691014182232,0.0319919756460781,0.362497475134937,0.0882543406244949,0.929674528193503,0.961153932145656,NA,"single-stranded DNA-binding protein"
"LMB2_000484",120.161215332821,-0.0343005942836807,0.384479972262649,-0.0892129545313453,0.928912670203616,0.960632897420452,NA,"hypothetical protein"
"LMB2_000649",259.102977065003,0.00945695991983763,0.104286095340661,0.0906828459627862,0.927744601402682,0.959691374680641,NA,"ribonuclease HI"
"LMB2_001124",378.404756334383,0.0296190999437813,0.320824393434047,0.0923218450652826,0.926442332635468,0.959691374680641,NA,"amino acid ABC transporter permease"
"LMB2_001587",475.769839905912,0.0270849933982689,0.297731147682217,0.0909713129080402,0.92751538549914,0.959691374680641,"glf","UDP-galactopyranose mutase"
"LMB2_002377",32.53684788264,0.0330118238326982,0.362435012310438,0.0910834293360775,0.927426299380854,0.959691374680641,NA,"hypothetical protein"
"LMB2_002644",211.049426265351,0.0200327829939508,0.220613823849293,0.0908047494232986,0.92764773615122,0.959691374680641,"cmk","(d)CMP kinase"
"LMB2_003112",185.010626771249,0.0135087499263425,0.14732609563963,0.0916928522926848,0.926942076512495,0.959691374680641,NA,"DUF899 family protein"
"LMB2_003255",750.317453314792,0.0531699206109473,0.57642577802111,0.0922407058086152,0.926506797325131,0.959691374680641,"rpmD","50S ribosomal protein L30"
"LMB2_002891",95.0811109353225,-0.0392115400494046,0.421554988931023,-0.0930164298347815,0.925890508690038,0.95963888282426,NA,"cupin domain-containing protein"
"LMB2_003080",420.010063080125,-0.0288275817300655,0.304892147069828,-0.094550095852299,0.924672189909947,0.95888639160045,NA,"DHA2 family efflux MFS transporter permease subunit"
"LMB2_003351",182.912162992577,0.0152726521387719,0.162036467514187,0.0942544130532513,0.924907061750447,0.95888639160045,"recR","recombination protein RecR"
"LMB2_002692",300.152471805913,0.0199678447841133,0.207655114667312,0.0961586947477993,0.923394535558263,0.95785147450697,NA,"DeoR/GlpR transcriptional regulator"
"LMB2_002382",106.071847669027,-0.0400362945412085,0.413691929862717,-0.0967780409796596,0.922902662822698,0.957607916160042,NA,"VTT domain-containing protein"
"LMB2_000289",562.021464414386,-0.0133211266998975,0.13431467510939,-0.0991784902807402,0.920996552914449,0.956237521221022,NA,"CCA tRNA nucleotidyltransferase"
"LMB2_000408",259.641315197393,0.0163297884404153,0.16258232381152,0.100440122010719,0.919994918039662,0.956237521221022,NA,"aspartate/glutamate racemase family protein"
"LMB2_000537",227.13460378825,-0.0377710440038474,0.382435281554188,-0.0987645382778198,0.921325225144228,0.956237521221022,NA,"TetR/AcrR family transcriptional regulator"
"LMB2_000722",224.685552600471,0.0208933938819308,0.211198573047722,0.0989277227607486,0.921195657288623,0.956237521221022,NA,"TetR/AcrR family transcriptional regulator"
"LMB2_001243",347.258362143,0.0206091044774242,0.206037340464181,0.100026065328712,0.920323632075647,0.956237521221022,NA,"SAM-dependent methyltransferase"
"LMB2_002045",217.991639237553,0.0146354859146006,0.148088493235605,0.0988293255932854,0.921273784013277,0.956237521221022,NA,"NAD-dependent deacetylase"
"LMB2_002253",157.851591570375,0.0241456079205603,0.238819412263663,0.101104042136671,0.919467869329768,0.956237521221022,NA,"hypothetical protein"
"LMB2_002327",152.529523456422,0.0356625686956755,0.36080911606568,0.0988405422915745,0.92126487798785,0.956237521221022,NA,"polyprenol monophosphomannose synthase"
"LMB2_002388",379.59051411876,0.036250280176174,0.365166819937955,0.0992704654336702,0.920923527730867,0.956237521221022,NA,"biotin transporter BioY"
"LMB2_000905",383.925311809266,-0.0144836344930053,0.14160611736136,-0.102281135609735,0.918533528375156,0.955736702010463,NA,"acyl-CoA desaturase"
"LMB2_003055",309.95851588788,0.0130998392056457,0.127883833401408,0.102435459254082,0.918411039278433,0.955736702010463,NA,"hypothetical protein"
"LMB2_000008",446.524636307793,0.0287162772718961,0.27362886875949,0.104946080441302,0.91641859392108,0.954069106304087,NA,"MFS transporter"
"LMB2_003614",282.193760393867,0.0278202853908657,0.264137083890783,0.105325178051746,0.916117784891423,0.95402257442565,"rph","ribonuclease PH"
"LMB2_000242",392.548776319206,0.0196099317077489,0.184274240195555,0.106417107930759,0.915251419985135,0.953898505619638,NA,NA
"LMB2_001021",167.841797744741,-0.0288323124031616,0.272522092977117,-0.105798073426592,0.915742565394852,0.953898505619638,NA,"ABC transporter ATP-binding protein"
"LMB2_001214",189.272623265115,-0.0316791545524106,0.295276314545402,-0.107286473692219,0.914561715033649,0.953898505619638,NA,"SDR family oxidoreductase"
"LMB2_001326",281.374063946552,0.0201148526033408,0.190122713125307,0.105799313888832,0.915741581173002,0.953898505619638,NA,"alanine racemase"
"LMB2_001340",183.106735118135,0.035443176211151,0.333461110691133,0.106288784733222,0.915353229669853,0.953898505619638,NA,"hypothetical protein"
"LMB2_003208",325.209533855407,-0.0224614576030493,0.209548326695375,-0.107189868596288,0.914638352810613,0.953898505619638,NA,"MFS transporter"
"LMB2_003564",203.574990806315,0.0152517198067188,0.142791469057443,0.106811141501621,0.914938808403691,0.953898505619638,NA,"aminoacyl-tRNA hydrolase"
"LMB2_002454",275.10087848686,-0.0177577113214002,0.163930615181077,-0.10832455732436,0.913738243304154,0.953677488458384,NA,"anthranilate synthase component I family protein"
"LMB2_000733",188.236078170436,-0.0137010621745287,0.126045074384071,-0.108699703193322,0.913440677278721,0.953634115152253,NA,"arsenate reductase ArsC"
"LMB2_002496",123.440632408272,0.0256385991270109,0.234307435334536,0.109422900260955,0.912867071022359,0.953302450114462,NA,"DUF4233 domain-containing protein"
"LMB2_003317",240.883607400264,0.0303083295058431,0.276129650876771,0.109761227776907,0.912598740948698,0.953289486829473,NA,"LysR family transcriptional regulator ArgP"
"LMB2_002282",183.944361755369,0.0288319659411356,0.258928942969375,0.111350881096926,0.911338108955018,0.952239679062396,NA,"SDR family oxidoreductase"
"LMB2_000622",304.720738613421,-0.0122946876649169,0.109311833471822,-0.112473528934872,0.91044795739551,0.951576498680773,NA,"ester cyclase"
"LMB2_000878",351.285351110617,-0.0285076618963919,0.252031955572355,-0.11311129904798,0.909942317139252,0.951314940034722,"pip","prolyl aminopeptidase"
"LMB2_002432",180.54731986165,0.027144752562835,0.238836220994891,0.113654254156934,0.909511877349684,0.951290330856446,NA,"16S rRNA (uracil(1498)-N(3))-methyltransferase"
"LMB2_002984",235.061929268432,-0.0441431994741593,0.388360905765424,-0.113665404572989,0.909503037886222,0.951290330856446,NA,"tripartite tricarboxylate transporter substrate binding protein"
"LMB2_003443",258.062392760218,0.0198973187232205,0.17536375074043,0.113463122448106,0.909663398257896,0.951290330856446,NA,"prenyltransferase"
"LMB2_000495",307.29835630812,-0.0196399066457777,0.170828954564023,-0.11496825404043,0.908470284761815,0.950843442185378,NA,"ABC transporter ATP-binding protein"
"LMB2_001536",802.444522136733,0.0183115401866492,0.159044795073916,0.115134482572277,0.908338528491739,0.950843442185378,NA,"ATP-dependent helicase"
"LMB2_001044",195.707507716602,0.0230869438331044,0.194108792965007,0.118938165965858,0.905324344290544,0.948400321235026,NA,"TetR/AcrR family transcriptional regulator"
"LMB2_002359",1003.525319249,0.0730172941768671,0.615380509601973,0.118653894683949,0.905549565122414,0.948400321235026,NA,"acyl carrier protein"
"LMB2_003563",1187.61762741692,0.0664853353568972,0.56079089869003,0.118556373707566,0.905626830237044,0.948400321235026,NA,"50S ribosomal protein L25/general stress protein Ctc"
"LMB2_003132",50.1296027847456,-0.0270260797444329,0.225875553203259,-0.119650309035936,0.904760165107587,0.948292519703366,NA,NA
"LMB2_000399",258.859088804732,0.0403128670626252,0.335679272617588,0.120093405673428,0.904409156095788,0.948191417522322,NA,"SDR family oxidoreductase"
"LMB2_001612",115.297159595488,0.024674818490008,0.204870284178094,0.120441178616993,0.904133672980989,0.948169462796786,NA,"hypothetical protein"
"LMB2_003694",827.830773416379,-0.0622980777192012,0.511455013142068,-0.121805586255729,0.903052989704839,0.947302840509864,NA,"ParB N-terminal domain-containing protein"
"LMB2_000027",114.594124580764,0.0192147556077262,0.156327393581535,0.122913554480165,0.902175552094635,0.946648994803525,NA,NA
"LMB2_001000",193.765449716354,-0.0218861577539371,0.177435313082581,-0.123347249054933,0.901832127133756,0.946648994803525,NA,"GntR family transcriptional regulator"
"LMB2_001384",152.791286831351,-0.0222141876677009,0.179745857816296,-0.123586645820814,0.90164256651046,0.946648994803525,NA,"Lrp/AsnC family transcriptional regulator"
"LMB2_003487",366.698918011641,0.0176841171627417,0.143604963198622,0.123144192017114,0.901992917397475,0.946648994803525,NA,"MFS transporter"
"LMB2_001201",172.770509403611,-0.0337269033569207,0.270928256819651,-0.124486473846734,0.900930109379824,0.946408532836955,NA,"FadR family transcriptional regulator"
"LMB2_003013",269.661704502869,-0.0145423415634542,0.116355876624614,-0.124981582239894,0.900538131243675,0.946263621687642,NA,"DUF3037 domain-containing protein"
"LMB2_000557",103.865747027068,0.057381173306559,0.455482386928471,0.125978907095633,0.899748621235046,0.945700794046429,NA,NA
"LMB2_002657",403.553069276637,0.0201839838808193,0.160024298354046,0.126130744445842,0.899628431259516,0.945700794046429,"recN","DNA repair protein RecN"
